seed,learning_rate,training_iteration,time_total_s,timesteps_total,episode_reward_mean,episode_len_mean,defender_reward,attacker_reward,defender_policy_loss,attacker_policy_loss,defender_entropy,attacker_entropy,defender_vf_loss,attacker_vf_loss
4,0.0002,1,1.510401964187622,256,-888.2,50.0,-228.8,-659.4,-0.0005555972456932068,0.005559496581554413,3.4251528084278107,3.389004349708557,9.565311312675476,9.962482333183289
4,0.0002,2,2.852011203765869,512,-856.3,50.0,-140.6,-715.7,-0.025615036487579346,-0.01943698152899742,3.398305892944336,3.3989959061145782,9.29103422164917,10.0
4,0.0002,3,4.187615156173706,768,-852.2666666666667,50.0,-171.46666666666667,-680.8,-0.016321450471878052,-0.019868777133524418,3.413474351167679,3.3888818323612213,9.692142724990845,9.92270815372467
4,0.0002,4,5.529722213745117,1024,-857.0,50.0,-232.2,-624.8,-0.015269298106431961,-0.016885757446289062,3.3793196976184845,3.365174740552902,9.90216875076294,9.778299689292908
4,0.0002,5,6.875658988952637,1280,-857.76,50.0,-250.64,-607.12,-0.017539155203849077,-0.01607536617666483,3.394547015428543,3.3411732017993927,9.794968962669373,9.886249423027039
4,0.0002,6,8.27250599861145,1536,-851.3666666666667,50.0,-263.76666666666665,-587.6,-0.015702933073043823,-0.016268279403448105,3.3723481595516205,3.289929687976837,9.788700103759766,9.848192930221558
4,0.0002,7,9.617504119873047,1792,-846.6571428571428,50.0,-260.74285714285713,-585.9142857142857,-0.01492530107498169,-0.02008715830743313,3.3445823788642883,3.2483735978603363,9.699976325035095,9.847172379493713
4,0.0002,8,10.987930297851562,2048,-837.675,50.0,-278.675,-559.0,-0.01955273374915123,-0.010290965437889099,3.312545508146286,3.1588741540908813,9.748298168182373,9.922514796257019
4,0.0002,9,12.337464332580566,2304,-827.1739130434783,50.0,-276.5652173913044,-550.6086956521739,-0.01527276262640953,-0.009899619151838124,3.3318893015384674,3.1983387768268585,9.808317065238953,9.751841187477112
4,0.0002,10,13.670467376708984,2560,-818.843137254902,50.0,-266.8627450980392,-551.9803921568628,-0.017693981528282166,-0.012586403638124466,3.3713096976280212,3.117259830236435,9.720851063728333,9.85099995136261
