episode,step,system_idx,theta,signal,attacker_action,belief_real,defender_prob_signal_h,attacker_prob_attack
0,0,0,0,0,0,0.5,0.24948666989803314,0.463163286447525
0,0,1,0,0,0,0.5,0.4139244258403778,0.38352856040000916
0,0,2,0,0,0,0.5,0.49426642060279846,0.48314130306243896
0,0,3,1,0,0,0.5,0.31306570768356323,0.48505136370658875
0,0,4,1,1,0,0.5,0.579410970211029,0.3606198728084564
0,1,0,0,0,1,0.800000011920929,0.12287278473377228,0.7241426110267639
0,1,1,0,0,0,0.800000011920929,0.4089203178882599,0.2838706076145172
0,1,2,0,0,0,0.800000011920929,0.4812811315059662,0.301737517118454
0,1,3,1,0,1,0.800000011920929,0.27271023392677307,0.5534377098083496
0,1,4,1,1,0,0.20000000298023224,0.6060034036636353,0.3711344301700592
0,2,0,0,0,1,0.902658998966217,0.04711011424660683,0.6902891993522644
0,2,1,0,1,0,0.902658998966217,0.6281704902648926,0.15638884902000427
0,2,2,0,0,0,0.902658998966217,0.3395739495754242,0.19789011776447296
0,2,3,1,0,1,0.902658998966217,0.38372012972831726,0.5757843852043152
0,2,4,1,0,0,0.09734101593494415,0.31002259254455566,0.37782466411590576
0,3,0,0,0,0,0.9391814470291138,0.048622287809848785,0.19424371421337128
0,3,1,0,1,0,0.49113214015960693,0.6111666560173035,0.2078993320465088
0,3,2,0,0,0,0.9391814470291138,0.3519880771636963,0.41946494579315186
0,3,3,1,0,1,0.9391814470291138,0.3427468538284302,0.6648501753807068
0,3,4,1,0,0,0.5088678598403931,0.36619842052459717,0.3842763900756836
0,4,0,0,0,0,0.9546284675598145,0.06084965914487839,0.07936383038759232
0,4,1,0,0,0,0.19657953083515167,0.3950514495372772,0.3937138020992279
0,4,2,0,1,0,0.9546284675598145,0.5949376821517944,0.4494279623031616
0,4,3,1,0,1,0.9546284675598145,0.18304365873336792,0.8627294898033142
0,4,4,1,1,0,0.8034204840660095,0.6781091094017029,0.4225448966026306
0,5,0,0,0,0,0.9620957970619202,0.06509845703840256,0.18681085109710693
0,5,1,0,0,0,0.6300458908081055,0.31112566590309143,0.3113997280597687
0,5,2,0,1,0,0.6133612990379333,0.631483793258667,0.45193755626678467
0,5,3,1,0,1,0.9620957970619202,0.12293333560228348,0.858427107334137
0,5,4,1,1,1,0.36995407938957214,0.8091921806335449,0.7212801575660706
