seed,training_iteration,episode_reward_mean,defender_reward,attacker_reward,defender_policy_loss,attacker_policy_loss,time_total_s
0,1,-59.8,115.6,-175.4,0.04507997306063771,0.00780097208917141,1.4785137176513672
0,2,-141.3,206.9,-348.2,-0.017451772466301918,-0.011265358654782176,3.1426918506622314
0,3,-173.2,231.33333333333334,-404.53333333333336,-0.007268229499459267,-0.012867743149399757,4.5654296875
0,4,-174.75,239.1,-413.85,-0.014265872538089752,-0.007027182728052139,6.037465572357178
0,5,-212.8,287.84,-500.64,-0.011316879303194582,-0.013148519210517406,7.470811605453491
0,6,-214.33333333333334,293.3666666666667,-507.7,-0.018765371292829514,-0.010594882071018219,8.904508590698242
0,7,-196.65714285714284,275.62857142857143,-472.2857142857143,-0.012275580316781998,-0.009553775191307068,10.348583459854126
0,8,-165.2,233.975,-399.175,-0.01204095664434135,-0.004803550196811557,11.763672590255737
0,9,-161.93478260869566,245.69565217391303,-407.6304347826087,-0.005487112328410149,-0.003503819927573204,13.172348499298096
0,10,-154.2941176470588,243.52941176470588,-397.8235294117647,-0.00573402876034379,-0.011862142011523247,14.575970649719238
0,11,-150.69642857142858,240.26785714285714,-390.9642857142857,-0.010328797623515129,-0.0026008617132902145,16.02823758125305
0,12,-150.11475409836066,239.36065573770492,-389.4754098360656,-0.010571584105491638,-0.008538857102394104,17.442580938339233
0,13,-154.56060606060606,252.43939393939394,-407.0,-0.005423329770565033,-0.011862844228744507,18.89609384536743
0,14,-156.50704225352112,253.2394366197183,-409.7464788732394,-0.005579791963100433,-0.009593384806066751,20.321648836135864
0,15,-148.17105263157896,241.10526315789474,-389.2763157894737,-0.009051259607076645,-0.010227616876363754,21.726549863815308
0,16,-142.39506172839506,238.58024691358025,-380.9753086419753,-0.005809952272102237,-0.006808502599596977,23.139442682266235
0,17,-131.55172413793105,233.57471264367817,-365.1264367816092,-0.0075741782784461975,-0.006306011229753494,24.551011562347412
0,18,-128.54347826086956,238.27173913043478,-366.8152173913044,-0.007186367176473141,-0.009201699867844582,25.974868774414062
