seed,learning_rate,training_iteration,time_total_s,timesteps_total,episode_reward_mean,episode_len_mean,defender_reward,attacker_reward,defender_policy_loss,attacker_policy_loss,defender_entropy,attacker_entropy,defender_vf_loss,attacker_vf_loss
0,0.0002,1,1.5613629817962646,256,-490.6,50.0,118.2,-608.8,0.020100208930671215,-0.01138553861528635,3.4182083308696747,3.355805605649948,9.619384765625,9.725450873374939
0,0.0002,2,3.053317070007324,512,-519.7,50.0,218.4,-738.1,-0.028264883905649185,-0.028918492142111063,3.4169896245002747,3.3325666785240173,9.808303117752075,9.953832864761353
0,0.0002,3,4.570889949798584,768,-509.46666666666664,50.0,241.53333333333333,-751.0,-0.017427481710910797,-0.017921367660164833,3.397933453321457,3.3012661039829254,9.567772030830383,9.939363598823547
0,0.0002,4,6.078518629074097,1024,-503.65,50.0,238.3,-741.95,-0.016053322702646255,-0.018400780856609344,3.3533342480659485,3.3077630400657654,9.723503708839417,10.0
0,0.0002,5,7.633153676986694,1280,-507.44,50.0,296.56,-804.0,-0.01740226778201759,-0.016632237937301397,3.366812527179718,3.315043181180954,9.883519291877747,9.913739323616028
0,0.0002,6,9.130408525466919,1536,-512.1333333333333,50.0,300.2,-812.3333333333334,-0.024459339678287506,-0.016292504966259003,3.3127494156360626,3.3215500712394714,9.768989562988281,10.0
0,0.0002,7,10.723690509796143,1792,-504.2,50.0,285.9714285714286,-790.1714285714286,-0.019526734948158264,-0.01360548660159111,3.342270314693451,3.313886195421219,9.763602256774902,9.924971222877502
0,0.0002,8,12.225821733474731,2048,-503.3,50.0,242.65,-745.95,-0.017590371193364263,-0.014450519520323724,3.3304249048233032,3.269408702850342,9.790296196937561,9.665549397468567
0,0.0002,9,13.759769678115845,2304,-492.04347826086956,50.0,255.84782608695653,-747.8913043478261,-0.014557836577296257,-0.01821809634566307,3.342136323451996,3.2660357654094696,9.75968885421753,9.892300724983215
0,0.0002,10,15.280013799667358,2560,-481.52941176470586,50.0,256.1372549019608,-737.6666666666666,-0.01911715092137456,-0.01753136981278658,3.3277218639850616,3.251090556383133,9.799266934394836,9.939334869384766
0,0.0002,11,16.800623416900635,2816,-475.875,50.0,253.71428571428572,-729.5892857142857,-0.01675826869904995,-0.010372282704338431,3.319384753704071,3.1704298555850983,9.466861486434937,9.957484722137451
0,0.0002,12,18.35394835472107,3072,-471.4754098360656,50.0,245.47540983606558,-716.9508196721312,-0.01667226105928421,-0.015308231115341187,3.2263459861278534,3.1164726316928864,9.679617762565613,9.646376013755798
0,0.0002,13,19.852574348449707,3328,-459.2121212121212,50.0,256.56060606060606,-715.7727272727273,-0.010407187044620514,-0.020158059895038605,3.2300594449043274,3.078020751476288,9.688822031021118,9.89458703994751
0,0.0002,14,21.399765968322754,3584,-451.14084507042253,50.0,256.6056338028169,-707.7464788732394,-0.01887783780694008,-0.011933058383874595,3.2292702198028564,3.0627666115760803,9.598315358161926,9.874197840690613
0,0.0002,15,23.097821950912476,3840,-442.5131578947368,50.0,245.8421052631579,-688.3552631578947,-0.021169565618038177,-0.016038503497838974,3.1769245266914368,3.01432004570961,9.77314817905426,9.901766300201416
0,0.0002,16,24.639293909072876,4096,-428.91358024691357,50.0,247.87654320987653,-676.7901234567901,-0.017348676919937134,-0.011492268182337284,3.0582563281059265,2.999335825443268,9.727162480354309,9.77330482006073
0,0.0002,17,26.20383310317993,4352,-413.3448275862069,50.0,244.3448275862069,-657.6896551724138,-0.01489095389842987,-0.011391796171665192,3.1752956211566925,2.920385092496872,9.616241097450256,9.721507906913757
0,0.0002,18,27.69298219680786,4608,-400.1630434782609,50.0,248.47826086956522,-648.6413043478261,-0.016169503331184387,-0.015922460705041885,3.065442144870758,2.877281039953232,9.64572024345398,9.76633083820343
0,0.0002,19,29.121063232421875,4864,-386.03092783505156,50.0,240.68041237113403,-626.7113402061856,-0.010256703943014145,-0.016829751431941986,3.0542590022087097,2.8349908888339996,9.55311632156372,9.72029185295105
0,0.0002,20,30.624640464782715,5120,-377.11,50.0,247.27,-624.38,-0.013606693595647812,-0.0118587426841259,2.9871775805950165,2.6877136528491974,9.730846762657166,9.833930253982544
0,0.0002,21,32.042128562927246,5376,-356.88,50.0,249.58,-606.46,-0.015004506334662437,-0.015660267090424895,3.0062613487243652,2.5877692699432373,9.881563663482666,9.853504419326782
0,0.0002,22,33.50104737281799,5632,-339.02,50.0,256.68,-595.7,-0.017739345086738467,-0.020309872925281525,2.8914345502853394,2.4701229631900787,9.965241312980652,9.80214548110962
0,0.0002,23,34.920159339904785,5888,-318.61,50.0,259.39,-578.0,-0.018585961312055588,-0.018269136548042297,2.7178569436073303,2.2585213482379913,9.7115718126297,9.417505860328674
0,0.0002,24,36.366520166397095,6144,-294.89,50.0,255.08,-549.97,-0.01752425730228424,-0.014836467802524567,2.828177899122238,2.087591737508774,9.848702788352966,9.277438879013062
0,0.0002,25,37.7879421710968,6400,-261.12,50.0,236.56,-497.68,-0.011882030230481178,-0.018171105533838272,2.848653167486191,1.8555491715669632,9.922422647476196,9.422974467277527
0,0.0002,26,39.211400270462036,6656,-229.51,50.0,247.63,-477.14,-0.018439944833517075,-0.009975630789995193,2.9525133967399597,1.7611444592475891,9.776953339576721,8.529343068599701
0,0.0002,27,40.62900447845459,6912,-198.78,50.0,248.91,-447.69,-0.021998826414346695,-0.00918571650981903,2.8155377209186554,1.7758292704820633,9.77797818183899,9.132786393165588
0,0.0002,28,42.03697943687439,7168,-170.34,50.0,259.05,-429.39,-0.016300249844789505,-0.01585785299539566,2.77644020318985,1.6252353489398956,9.659148216247559,8.790791988372803
0,0.0002,29,43.48169755935669,7424,-139.75,50.0,259.5,-399.25,-0.010979944840073586,-0.008573312312364578,2.7619248032569885,1.365324854850769,9.82307493686676,9.046374797821045
0,0.0002,30,44.9901225566864,7680,-112.44,50.0,257.19,-369.63,-0.012721076374873519,-0.01379232108592987,2.731606662273407,1.2221213728189468,9.842921257019043,7.865047574043274
0,0.0002,31,46.458794593811035,7936,-84.44,50.0,263.99,-348.43,-0.012310653924942017,-0.011315437033772469,2.7701103687286377,1.1844615787267685,9.580949187278748,7.699299871921539
0,0.0002,32,47.888848304748535,8192,-50.22,50.0,270.76,-320.98,-0.017801379784941673,-0.016934672370553017,2.7912651896476746,1.0627233237028122,9.747907638549805,6.33108913898468
0,0.0002,33,49.32291340827942,8448,-30.47,50.0,262.2,-292.67,-0.01537264883518219,-0.009169448167085648,2.741746813058853,0.9425705894827843,9.375879287719727,7.4426074624061584
0,0.0002,34,50.745304107666016,8704,2.92,50.0,268.65,-265.73,-0.010793162509799004,-0.005900181829929352,2.8923518359661102,0.8972935378551483,9.635340452194214,6.768675923347473
0,0.0002,35,52.16390609741211,8960,27.09,50.0,276.35,-249.26,-0.015814784914255142,-0.00542023777961731,2.9148963689804077,0.7655555903911591,9.68398368358612,8.362395465373993
0,0.0002,36,53.599934816360474,9216,45.19,50.0,273.14,-227.95,-0.007676402106881142,-0.012451712042093277,3.039082020521164,0.7119971439242363,9.24365520477295,5.612450659275055
0,0.0002,37,55.026362895965576,9472,68.74,50.0,283.37,-214.63,-0.013218346983194351,-0.007001589983701706,3.0872046053409576,0.6413411721587181,9.734302163124084,5.039521902799606
0,0.0002,38,56.47072076797485,9728,93.18,50.0,293.85,-200.67,-0.013624060899019241,0.0012804269790649414,3.016373962163925,0.5606255084276199,9.84168028831482,4.736259758472443
0,0.0002,39,57.889137744903564,9984,109.82,50.0,287.79,-177.97,-0.013980310410261154,-0.005936596542596817,3.0243251621723175,0.4757290780544281,9.817297220230103,5.103879123926163
0,0.0002,40,59.33250188827515,10240,131.47,50.0,288.39,-156.92,-0.011464059352874756,-0.004348643124103546,2.956700950860977,0.43900226056575775,9.637018918991089,1.787012904882431
0,0.0002,41,60.75345206260681,10496,141.85,50.0,279.33,-137.48,-0.012385507114231586,-0.010734178125858307,2.923445850610733,0.4208599515259266,9.669442534446716,4.999504804611206
0,0.0002,42,62.177220821380615,10752,163.18,50.0,277.85,-114.67,-0.01883528381586075,-0.0016770698130130768,2.8753446340560913,0.38747357204556465,9.812966704368591,5.733119070529938
0,0.0002,43,63.61752367019653,11008,186.22,50.0,278.89,-92.67,-0.012928489595651627,-0.005182147026062012,2.872623533010483,0.34074145928025246,9.792656302452087,2.5674191787838936
0,0.0002,44,65.03878736495972,11264,195.94,50.0,276.51,-80.57,-0.016827388666570187,-0.0045159608125686646,2.7864282429218292,0.3003069572150707,9.830450415611267,2.4704748690128326
0,0.0002,45,66.51747536659241,11520,204.3,50.0,280.49,-76.19,-0.022802114486694336,-0.0029029063880443573,2.6675466299057007,0.2645735777914524,9.81454849243164,2.4571783244609833
0,0.0002,46,67.94047331809998,11776,204.5,50.0,277.16,-72.66,-0.020404942333698273,-0.007175944745540619,2.752900391817093,0.2547548059374094,9.80519723892212,3.0891569443047047
0,0.0002,47,69.3618552684784,12032,224.25,50.0,285.75,-61.5,-0.009032018482685089,-0.0005548447370529175,2.6435146927833557,0.22213411703705788,9.524346470832825,1.8898391127586365
0,0.0002,48,70.78580832481384,12288,221.7,50.0,277.31,-55.61,-0.01391875185072422,-0.003796975128352642,2.5455977618694305,0.20112617127597332,9.780814528465271,2.60654154419899
0,0.0002,49,72.20205950737,12544,222.4,50.0,275.03,-52.63,-0.010311126708984375,-0.005264474079012871,2.617763429880142,0.18931208923459053,9.515121102333069,2.8367063999176025
0,0.0002,50,73.64256358146667,12800,227.72,50.0,274.84,-47.12,-0.011716529726982117,-0.009920595213770866,2.5694459676742554,0.1702737733721733,9.02431344985962,0.5696157962083817
0,0.0002,51,75.10811877250671,13056,235.72,50.0,277.13,-41.41,-0.0077775109093636274,-0.007562175393104553,2.6080344915390015,0.15793910436332226,9.812166690826416,3.0110589787364006
0,0.0002,52,76.53944778442383,13312,237.63,50.0,273.94,-36.31,-0.009244367480278015,-0.005245594307780266,2.6073969900608063,0.1352768624201417,9.002583503723145,0.4102664329111576
0,0.0002,53,77.97149181365967,13568,249.0,50.0,280.97,-31.97,-0.011032849550247192,-0.0032713469117879868,2.6264914870262146,0.12685326393693686,9.94802725315094,0.28602713253349066
0,0.0002,54,79.39612674713135,13824,243.43,50.0,271.06,-27.63,-0.0063593462109565735,-0.0009908967185765505,2.704902231693268,0.12541721761226654,7.914543032646179,0.026015740120783448
0,0.0002,55,80.81589269638062,14080,245.48,50.0,268.1,-22.62,-0.010281719267368317,-0.00030443817377090454,2.738285928964615,0.12953845784068108,9.671356439590454,1.0512379128485918
0,0.0002,56,82.24897456169128,14336,243.18,50.0,262.98,-19.8,-0.012999553233385086,-0.0033342037349939346,2.6774995923042297,0.12643024139106274,9.8986736536026,0.2682745223864913
0,0.0002,57,83.70186471939087,14592,240.1,50.0,258.0,-17.9,-0.004451721906661987,-0.0005427338182926178,2.64654740691185,0.12301099766045809,9.90178906917572,1.680857346393168
0,0.0002,58,85.15349054336548,14848,232.15,50.0,248.66,-16.51,-0.01329929381608963,-0.0025456221774220467,2.688487261533737,0.12246961705386639,9.693684458732605,0.016372233512811363
0,0.0002,59,86.60498261451721,15104,234.69,50.0,249.7,-15.01,-0.01383703900501132,-0.0011769197881221771,2.612663120031357,0.1339145191013813,8.69347631931305,2.3124461323022842
0,0.0002,60,88.03165030479431,15360,236.67,50.0,250.25,-13.58,-0.010747309774160385,-0.004548825789242983,2.5552296936511993,0.12016330007463694,9.738259553909302,0.0857789310393855
0,0.0002,61,89.45298027992249,15616,243.87,50.0,255.86,-11.99,-0.004282720386981964,-0.0033580027520656586,2.6591843366622925,0.11241030041128397,9.206377267837524,1.5176989901810884
0,0.0002,62,90.87725234031677,15872,242.11,50.0,252.77,-10.66,-0.012821240292396396,-0.003705328330397606,2.606788069009781,0.10508295334875584,9.572573900222778,0.6312214708887041
0,0.0002,63,92.29525423049927,16128,236.71,50.0,247.69,-10.98,-0.007148802280426025,-0.005456242710351944,2.6432264745235443,0.09281308576464653,9.426308989524841,3.8680834770202637
0,0.0002,64,93.7964653968811,16384,246.76,50.0,257.12,-10.36,-0.009665161836892366,-0.005147102288901806,2.689420223236084,0.08307483233511448,9.897127866744995,0.4352214206010103
0,0.0002,65,95.22843551635742,16640,248.54,50.0,257.56,-9.02,-0.00895097479224205,-0.0023236405104398727,2.6261647045612335,0.0759127689525485,9.822879076004028,0.2823790521360934
0,0.0002,66,96.66608047485352,16896,253.0,50.0,261.54,-8.54,-0.015098441392183304,-0.002798013389110565,2.6310045421123505,0.07197229843586683,9.837136149406433,1.2910075634717941
0,0.0002,67,98.09308433532715,17152,256.67,50.0,264.57,-7.9,-0.011877337470650673,-0.0009009093046188354,2.5801883041858673,0.07197749242186546,9.679517149925232,1.2137854754400905
0,0.0002,68,99.51119136810303,17408,265.1,50.0,272.34,-7.24,-0.008948092581704259,-0.00402971263974905,2.6183124482631683,0.06301482487469912,9.740166425704956,0.11915318730461877
0,0.0002,69,100.93140435218811,17664,263.67,50.0,270.55,-6.88,-0.007006276398897171,-0.0015203841030597687,2.647354781627655,0.05866910284385085,9.836023926734924,1.2493026116862893
0,0.0002,70,102.36436939239502,17920,268.0,50.0,274.21,-6.21,-0.011982323601841927,-0.003705272451043129,2.5873441994190216,0.05651429994031787,9.809194087982178,0.14847328886389732
0,0.0002,71,103.83475255966187,18176,273.16,50.0,278.26,-5.1,-0.011908836662769318,-0.007577400654554367,2.6336252093315125,0.05321667855605483,9.83235514163971,0.0891854134388268
0,0.0002,72,105.2768337726593,18432,264.54,50.0,269.42,-4.88,-0.01079076249152422,0.00099983811378479,2.624207854270935,0.049491803627461195,9.847195148468018,0.0026391755527583882
0,0.0002,73,106.71784472465515,18688,271.73,50.0,276.48,-4.75,-0.004367992281913757,-0.0014078281819820404,2.6363556385040283,0.04871366126462817,9.447186708450317,0.03634327001054771
0,0.0002,74,108.14234590530396,18944,273.77,50.0,278.83,-5.06,-0.013661517761647701,-0.0014073476195335388,2.5392644107341766,0.04966498073190451,8.98664677143097,1.999074820196256
0,0.0002,75,109.56157994270325,19200,275.37,50.0,280.74,-5.37,-0.007539374753832817,-0.0014249896630644798,2.5266919136047363,0.04920757282525301,9.758253931999207,2.64729867875576
0,0.0002,76,110.98249578475952,19456,275.55,50.0,280.95,-5.4,-0.015455856919288635,-0.003921603783965111,2.531276613473892,0.048902861308306456,9.798791289329529,0.0931032900698483
0,0.0002,77,112.39833784103394,19712,280.81,50.0,286.25,-5.44,-0.004929877817630768,-0.007171281147748232,2.558646410703659,0.04199839010834694,9.77870261669159,0.07960568103590049
0,0.0002,78,113.84857678413391,19968,277.52,50.0,282.53,-5.01,-0.009920947253704071,-0.000988885760307312,2.5931947231292725,0.0396731486544013,9.840040922164917,0.04640673380345106
0,0.0002,79,115.28140258789062,20224,277.65,50.0,282.27,-4.62,-0.005996626568958163,-0.00414709746837616,2.6196573674678802,0.04012518795207143,9.714462757110596,0.08121663052588701
0,0.0002,80,116.71403861045837,20480,285.48,50.0,289.97,-4.49,-0.015966519713401794,-0.0006504766643047333,2.6183325350284576,0.03814092464745045,9.808959126472473,0.04485313499026233
0,0.0002,81,118.13034534454346,20736,296.16,50.0,300.12,-3.96,-0.013952663168311119,-0.0031229332089424133,2.599991500377655,0.03714505955576897,9.849513411521912,0.5768743236549199
0,0.0002,82,119.58938026428223,20992,290.07,50.0,293.89,-3.82,-0.011900089681148529,-0.00038692355155944824,2.5450192391872406,0.03658596472814679,9.819132685661316,1.3169626519083977
0,0.0002,83,121.00637006759644,21248,287.57,50.0,290.56,-2.99,-0.009399077389389277,-1.1269934475421906e-05,2.53542360663414,0.03533657733350992,9.51187813282013,0.00993969733826816
0,0.0002,84,122.44647908210754,21504,291.26,50.0,293.83,-2.57,-0.013403121381998062,-0.0046370066702365875,2.572594851255417,0.03580453898757696,9.862881064414978,0.08463471715367632
0,0.0002,85,123.87883520126343,21760,289.6,50.0,291.92,-2.32,-0.0019683055579662323,0.00018589012324810028,2.4898374676704407,0.03202823526225984,9.817266345024109,0.001982762390980497
0,0.0002,86,125.31092834472656,22016,292.04,50.0,294.08,-2.04,-0.016826235689222813,-0.004646255634725094,2.5676883161067963,0.031593711115419865,9.755882859230042,0.11905461738933809
