episode,step,system_idx,theta,signal,attacker_action,belief_real,defender_prob_signal_h,attacker_prob_attack
0,0,0,0,0,0,0.0,0.15270817279815674,0.44898441433906555
0,0,1,0,0,1,0.0,0.30722731351852417,0.5139450430870056
0,0,2,0,0,1,0.0,0.4708349108695984,0.5014572739601135
0,0,3,1,0,0,0.0,0.32253795862197876,0.47572702169418335
0,0,4,1,1,0,0.0,0.6935403943061829,0.4544302523136139
0,1,0,0,0,0,0.0,0.07721347361803055,0.4330954849720001
0,1,1,0,0,1,0.0,0.21994845569133759,0.5821806788444519
0,1,2,0,0,0,0.0,0.3376257121562958,0.42076003551483154
0,1,3,1,0,1,0.0,0.40060147643089294,0.556684672832489
0,1,4,1,1,1,0.0,0.6906546354293823,0.557907223701477
0,2,0,0,0,0,0.0,0.011986923404037952,0.3860645294189453
0,2,1,0,0,1,0.0,0.04945296794176102,0.5809422135353088
0,2,2,0,0,0,0.0,0.19170798361301422,0.42633551359176636
0,2,3,1,1,1,0.0,0.8886656165122986,0.6149129867553711
0,2,4,1,0,1,0.0,0.009342354722321033,0.6411228775978088
0,3,0,0,0,0,0.0,0.0074496278539299965,0.25394201278686523
0,3,1,0,0,1,0.0,0.03750447928905487,0.726095974445343
0,3,2,0,0,0,0.0,0.03989517316222191,0.4863089621067047
0,3,3,1,1,1,0.0,0.8924298882484436,0.5843440890312195
0,3,4,1,0,1,0.0,0.006955468095839024,0.5963919758796692
0,4,0,0,0,0,0.0,0.00986346323043108,0.26808491349220276
0,4,1,0,0,1,0.0,0.027491897344589233,0.6757298111915588
0,4,2,0,0,1,0.0,0.027529442682862282,0.6919775605201721
0,4,3,1,0,1,0.0,0.4598003923892975,0.6729574799537659
0,4,4,1,0,1,0.0,0.05364990234375,0.5674288272857666
0,5,0,0,0,0,0.0,0.01990383118391037,0.2393014281988144
0,5,1,0,0,0,0.0,0.028926560655236244,0.305988073348999
0,5,2,0,0,1,0.0,0.030065137892961502,0.7408933043479919
0,5,3,1,0,1,0.0,0.07727427035570145,0.8565045595169067
0,5,4,1,0,0,0.0,0.13180433213710785,0.4504057765007019
0,6,0,0,0,0,0.0,0.018665535375475883,0.35775017738342285
0,6,1,0,0,0,0.0,0.04834794998168945,0.4433845281600952
0,6,2,0,0,1,0.0,0.030294520780444145,0.7018223404884338
0,6,3,1,0,1,0.0,0.06607422232627869,0.8137543797492981
0,6,4,1,0,0,0.0,0.05031150206923485,0.3403347134590149
0,7,0,0,0,0,0.0,0.013505935668945312,0.4615269601345062
0,7,1,0,0,1,0.0,0.06245410069823265,0.599799394607544
0,7,2,0,0,1,0.0,0.006487688515335321,0.6134131550788879
0,7,3,1,0,1,0.0,0.02671993151307106,0.9050453305244446
0,7,4,1,0,0,0.0,0.052042387425899506,0.32670092582702637
0,8,0,0,0,0,0.0,0.02170710824429989,0.31876420974731445
0,8,1,0,0,0,0.0,0.03401419520378113,0.3178637623786926
0,8,2,0,0,0,0.0,0.0035824193619191647,0.4506469666957855
0,8,3,1,0,1,0.0,0.0630776658654213,0.839568555355072
0,8,4,1,0,0,0.0,0.03460722416639328,0.2572205364704132
0,9,0,0,0,0,0.0,0.015958521515130997,0.3655538856983185
0,9,1,0,0,0,0.0,0.049089815467596054,0.12402205169200897
0,9,2,0,0,0,0.0,0.0023150823544710875,0.41779541969299316
0,9,3,1,1,1,0.0,0.5691038370132446,0.6101914644241333
0,9,4,1,0,0,0.0,0.03586191311478615,0.2102622389793396
0,10,0,0,0,0,0.0,0.01358811091631651,0.23919999599456787
0,10,1,0,0,0,0.0,0.02798246592283249,0.10732536017894745
0,10,2,0,0,1,0.0,0.0043690623715519905,0.6165010333061218
0,10,3,1,0,1,0.0,0.3332380950450897,0.6088040471076965
0,10,4,1,0,1,0.0,0.2701752781867981,0.5715386867523193
0,11,0,0,0,0,0.0,0.02108481153845787,0.40339478850364685
0,11,1,0,0,0,0.0,0.03195900470018387,0.34650006890296936
0,11,2,0,0,1,0.0,0.011866838671267033,0.5713651776313782
0,11,3,1,0,1,0.0,0.021942589432001114,0.7013038396835327
0,11,4,1,1,0,0.0,0.8584941029548645,0.4405152201652527
0,12,0,0,0,0,0.0,0.013817399740219116,0.4236880838871002
0,12,1,0,0,0,0.0,0.029753906652331352,0.2721523344516754
0,12,2,0,0,0,0.0,0.002690426539629698,0.3349900245666504
0,12,3,1,0,0,0.0,0.036405451595783234,0.4337107241153717
0,12,4,1,0,0,0.0,0.24049308896064758,0.26192739605903625
0,13,0,0,0,0,0.0,0.014376475475728512,0.4218312203884125
0,13,1,0,0,0,0.0,0.023206450045108795,0.49084484577178955
