family,variant_name,learning_rate,episodes,use_lstm,clip_param,num_sgd_iter,disable_belief_input,mean_reward,final_avg_reward,defender_reward,defender_final_avg_reward,attacker_reward,policy_entropy,convergence_step,training_time_s,reward_volatility,real_host_attack_rate,honeypot_hit_rate,deception_success_rate,signal_effect,mean_belief_last_step,defender_signal_real_sN,defender_signal_real_sH,defender_signal_honeypot_sN,defender_signal_honeypot_sH,attacker_real_sN,attacker_real_sH,attacker_honeypot_sN,attacker_honeypot_sH,checkpoint_path
ablation,完整SG-MAPPO,7e-05,100,True,0.2,10,False,-208.4719111111111,-144.43566666666666,569.3491304473305,539.5235,-777.8210415584416,1.7399890638660225,,1070.930922985077,105.35884427214528,0.3423529411764706,0.3946938775510204,0.5255434782608696,0.1716388633679749,0.6401940802298486,0.680466460831025,0.3195335393207992,0.6505920359674765,0.34940796370125804,0.3145634834838995,0.4150061480350251,0.4575303764379356,0.2146953142531114,/Users/SL/Documents/expproject/MARL/results/ch4/module3_effectiveness/logs/ablation_完整SG-MAPPO
ablation,去除信念输入,7e-05,100,True,0.2,10,True,-271.66534494949497,-248.80933333333334,577.2423823232323,640.962,-848.9077272727272,2.1171197182160837,,853.4586288928986,87.68882281129747,0.37333333333333335,0.47408163265306125,0.5495623373550982,0.08176377872845292,0.0,0.7124072886214536,0.2875927113228125,0.7549955895968846,0.2450044105300044,0.4269910129483581,0.35492131102892877,0.4881445068149246,0.3966866512774481,/Users/SL/Documents/expproject/MARL/results/ch4/module3_effectiveness/logs/ablation_去除信念输入
ablation,去除LSTM,7e-05,100,False,0.2,10,False,-239.70619415584414,-133.41433333333333,549.1144422799423,552.443,-788.8206364357865,2.3725002597217206,,662.6981630325317,104.23100485112273,0.322156862745098,0.3520408163265306,0.5121733966745843,0.04436919888115587,0.3554142540320754,0.41275452724858824,0.5872454724715128,0.22826486072978194,0.7717351396116713,0.3297890228384899,0.3946761802484365,0.3901184665243631,0.41396970687672824,/Users/SL/Documents/expproject/MARL/results/ch4/module3_effectiveness/logs/ablation_去除LSTM
