seed,training_iteration,episode_reward_mean,defender_reward,attacker_reward,defender_policy_loss,attacker_policy_loss,time_total_s
0,1,-60.6,123.0,-183.6,0.04353337315842509,-0.0013791322708129883,1.6738178730010986
0,2,-140.3,204.3,-344.6,-0.01854349486529827,-0.012343807611614466,3.1162545680999756
0,3,-172.66666666666666,235.8,-408.46666666666664,-0.007597560063004494,-0.012348843738436699,4.549758672714233
0,4,-174.3,244.2,-418.5,-0.01456703245639801,-0.007290683686733246,5.983746767044067
0,5,-213.12,292.6,-505.72,-0.011141452123411,-0.013399371411651373,7.390558958053589
0,6,-214.83333333333334,297.76666666666665,-512.6,-0.018077552318572998,-0.00916069746017456,8.797659873962402
0,7,-197.22857142857143,281.4,-478.62857142857143,-0.011765491217374802,-0.008882962167263031,10.243741512298584
0,8,-165.75,242.6,-408.35,-0.0141140790656209,-0.003295251866802573,11.664125442504883
0,9,-161.41304347826087,252.97826086956522,-414.39130434782606,-0.008082937449216843,-0.003375392407178879,13.083267450332642
0,10,-152.66666666666666,248.86274509803923,-401.52941176470586,-0.006893594050779939,-0.01176237198524177,14.508284568786621
0,11,-147.94642857142858,240.41071428571428,-388.35714285714283,-0.00947144627571106,-0.004805171862244606,15.920263528823853
0,12,-146.7377049180328,242.11475409836066,-388.8524590163934,-0.011567443609237671,-0.009582310914993286,17.32444167137146
0,13,-151.53030303030303,253.92424242424244,-405.45454545454544,-0.00486137717962265,-0.012702785432338715,18.73869562149048
0,14,-153.57746478873239,255.30985915492957,-408.88732394366195,-0.008276332169771194,-0.010571721941232681,20.175113677978516
0,15,-145.14473684210526,245.3421052631579,-390.4868421052632,-0.011237196624279022,-0.011552058160305023,21.60238766670227
0,16,-138.37037037037038,242.87654320987653,-381.24691358024694,-0.0047195907682180405,-0.008961783722043037,23.040944576263428
0,17,-127.5632183908046,239.86206896551724,-367.42528735632186,-0.008001251146197319,-0.006654657423496246,24.457363605499268
0,18,-124.05434782608695,243.2391304347826,-367.29347826086956,-0.008669632486999035,-0.006203740835189819,25.862350940704346
0,19,-109.19587628865979,219.60824742268042,-328.8041237113402,-0.004977189004421234,-0.012148055247962475,27.257258892059326
0,20,-120.53,233.84,-354.37,-0.005722649395465851,-0.007075030356645584,28.663583040237427
0,21,-115.43,236.52,-351.95,-0.004257054999470711,-0.012644956819713116,30.097141981124878
0,22,-120.68,252.95,-373.63,-0.009992778301239014,-0.011143889278173447,31.523030996322632
0,23,-118.15,260.07,-378.22,-0.009642362594604492,-0.01331263780593872,32.96652674674988
0,24,-111.42,262.09,-373.51,-0.00595952570438385,-0.014034159481525421,34.37040066719055
0,25,-89.97,244.91,-334.88,-0.007131129503250122,-0.00780564546585083,35.77124857902527
0,26,-82.9,236.82,-319.72,-0.0066868942230939865,-0.010127715766429901,37.1686749458313
0,27,-77.12,243.0,-320.12,-0.00976110715419054,-0.0018381024710834026,38.57015109062195
0,28,-81.15,254.24,-335.39,-0.00797753781080246,-0.007111405022442341,39.99874806404114
0,29,-76.64,243.1,-319.74,-0.014596942812204361,-0.01354234665632248,41.422292947769165
0,30,-69.46,225.45,-294.91,-0.004291445016860962,-0.003811269998550415,42.93037509918213
0,31,-73.26,232.5,-305.76,-0.004409603774547577,-0.0030143894255161285,44.32868504524231
0,32,-58.66,213.39,-272.05,-0.013442791998386383,-0.004977792501449585,45.73521399497986
0,33,-58.95,209.66,-268.61,-0.004491928964853287,-0.004082154482603073,47.13853621482849
0,34,-56.25,204.31,-260.56,-0.00786583125591278,-0.008733995258808136,48.548017263412476
0,35,-60.37,212.24,-272.61,-0.004932977259159088,-0.004714392125606537,49.979910135269165
0,36,-63.86,214.36,-278.22,-0.0065001510083675385,-0.012768097221851349,51.401287317276
0,37,-61.62,208.54,-270.16,-0.0036550164222717285,-0.012565640732645988,52.81791424751282
0,38,-63.85,216.41,-280.26,-0.0069253090769052505,-0.01060626283288002,54.218501329422
0,39,-65.44,224.55,-289.99,-0.010698748752474785,-0.004916837438941002,55.621363401412964
0,40,-58.97,209.07,-268.04,-0.007936455309391022,-0.008884675800800323,57.02759122848511
0,41,-59.95,204.42,-264.37,-0.0116545669734478,-0.007133184000849724,58.43108129501343
0,42,-52.86,202.49,-255.35,-0.00826507224701345,-0.007484803209081292,59.87106442451477
0,43,-33.61,177.18,-210.79,-0.009561575949192047,-0.012125715613365173,61.30096936225891
0,44,-34.85,168.83,-203.68,-0.0058557987213134766,-0.0070628151297569275,62.72592329978943
0,45,-41.75,183.96,-225.71,-0.011495701968669891,-0.0030289292335510254,64.14273142814636
0,46,-49.71,184.24,-233.95,-0.00878312811255455,-0.0011825114488601685,65.54692029953003
0,47,-37.77,167.92,-205.69,-0.014304175972938538,-0.005367934703826904,66.94593811035156
0,48,-48.88,179.44,-228.32,-0.015282910317182541,-0.0064406245946884155,68.3558201789856
