seed,training_iteration,episode_reward_mean,defender_reward,attacker_reward,defender_policy_loss,attacker_policy_loss,time_total_s
0,1,-17.71999999999999,159.48000000000008,-177.2,0.046200632117688656,0.00408543273806572,1.4408409595489502
0,2,-93.33999999999995,255.76000000000013,-349.1,-0.0157521553337574,-0.01102274376899004,2.847914934158325
0,3,-123.27999999999996,286.1200000000001,-409.4,-0.007418179884552956,-0.013398779556155205,4.238504886627197
0,4,-124.53999999999994,288.7600000000001,-413.3,-0.01264684647321701,-0.00857473537325859,5.638007640838623
0,5,-161.96799999999993,341.432,-503.4,-0.012088521267287433,-0.015079773380421102,7.0668275356292725
0,6,-164.39333333333326,345.1066666666667,-509.5,-0.01747903972864151,-0.009913522750139236,8.464057207107544
0,7,-149.0285714285714,326.02857142857147,-475.0571428571429,-0.015365101397037506,-0.008257381618022919,9.889124393463135
0,8,-120.83499999999995,281.84000000000003,-402.675,-0.014225751161575317,-0.005316386930644512,11.293088436126709
0,9,-119.37826086956517,293.46956521739133,-412.8478260869565,-0.006039382424205542,-0.0059886593371629715,12.696233749389648
0,10,-112.16078431372546,290.38823529411775,-402.54901960784315,-0.006451120309066027,-0.013711917214095592,14.180321455001831
0,11,-109.27142857142852,285.97857142857146,-395.25,-0.010433230549097061,-0.0034742942079901695,15.581433534622192
0,12,-110.0491803278688,286.09836065573785,-396.1475409836066,-0.009407736361026764,-0.011019408702850342,17.01770567893982
0,13,-115.69999999999996,301.26969696969707,-416.969696969697,-0.007328130304813385,-0.013138942420482635,18.445608615875244
0,14,-117.5521126760563,301.64507042253535,-419.19718309859155,-0.0037835612893104553,-0.010229815728962421,19.88346552848816
0,15,-109.79473684210521,287.61315789473684,-397.4078947368421,-0.010428950190544128,-0.010607484728097916,21.278780460357666
0,16,-104.90370370370364,284.07160493827166,-388.9753086419753,-0.005922519601881504,-0.006345037370920181,22.6801176071167
0,17,-95.74482758620682,278.62298850574723,-374.367816091954,-0.007110193371772766,-0.008942276239395142,24.07574152946472
0,18,-94.39565217391298,280.68043478260876,-375.07608695652175,-0.008546763099730015,-0.004772704094648361,25.470654487609863
0,19,-80.07628865979378,256.7690721649485,-336.8453608247423,-0.003167958464473486,-0.010788405314087868,26.898256301879883
0,20,-91.34399999999994,266.9560000000001,-358.3,-0.006359610706567764,-0.007047608494758606,28.298322200775146
0,21,-86.18199999999996,266.99800000000005,-353.18,-0.007292252033948898,-0.012313121813349426,29.74750328063965
0,22,-90.99599999999997,281.154,-372.15,-0.012146424502134323,-0.009023100137710571,31.1473171710968
0,23,-89.76199999999997,283.528,-373.29,-0.010717164725065231,-0.01319294422864914,32.53650403022766
0,24,-84.86599999999994,288.42400000000004,-373.29,-0.00568176805973053,-0.014619052410125732,33.947328329086304
0,25,-64.63799999999995,264.2220000000001,-328.86,-0.006624102592468262,-0.007775202393531799,35.34064030647278
0,26,-56.84399999999996,256.016,-312.86,-0.007982267066836357,-0.006126519292593002,36.762707233428955
0,27,-51.29999999999995,260.21,-311.51,-0.012369841802865267,-0.0024656690657138824,38.19078731536865
0,28,-55.341999999999956,268.74800000000005,-324.09,-0.007302864454686642,-0.005321531556546688,39.60977125167847
0,29,-51.69399999999995,255.89600000000002,-307.59,-0.009334474802017212,-0.010029774159193039,41.02999949455261
0,30,-44.855999999999966,233.454,-278.31,-0.006897881627082825,-0.005050323903560638,42.53199553489685
0,31,-47.657999999999944,241.042,-288.7,-0.005288818851113319,-0.0061173103749752045,43.954301595687866
0,32,-32.903999999999954,220.31599999999997,-253.22,-0.008608218282461166,-0.004345163702964783,45.35830998420715
0,33,-32.241999999999955,207.73799999999994,-239.98,-0.004799589514732361,-0.0054345205426216125,46.781814098358154
0,34,-29.15399999999995,202.046,-231.2,-0.00725550577044487,-0.0056303199380636215,48.18907690048218
0,35,-32.597999999999956,213.18199999999996,-245.78,-0.008066870272159576,-0.008641563355922699,49.62343788146973
0,36,-33.567999999999955,215.89199999999997,-249.46,-0.003933265805244446,-0.013192936778068542,51.02295279502869
0,37,-32.005999999999965,218.96399999999994,-250.97,-0.0048476317897439,-0.007909826468676329,52.420856952667236
0,38,-31.61999999999997,227.26999999999995,-258.89,-0.009834048803895712,-0.004819788038730621,53.82168912887573
0,39,-29.647999999999964,233.8719999999999,-263.52,-0.005759047344326973,-0.0034064650535583496,55.22885298728943
0,40,-20.94199999999996,220.48799999999991,-241.43,-0.006911225616931915,-0.011699937283992767,56.665903091430664
0,41,-21.691999999999965,217.87799999999993,-239.57,-0.00912182405591011,-0.009661395102739334,58.0754292011261
0,42,-11.041999999999964,205.898,-216.94,-0.01021656021475792,-0.0040391236543655396,59.520631074905396
0,43,10.348000000000036,174.04799999999994,-163.7,-0.016248028725385666,-0.011451054364442825,60.930002212524414
0,44,11.90600000000004,175.3559999999999,-163.45,-0.007478533312678337,-0.006941717118024826,62.325281381607056
0,45,8.008000000000033,192.03799999999995,-184.03,-0.012549228966236115,-0.005216911435127258,63.739906311035156
0,46,3.1220000000000323,191.0119999999999,-187.89,-0.009423995390534401,-0.004469484090805054,65.14791011810303
0,47,18.00000000000003,185.93999999999997,-167.94,-0.008146040141582489,-0.006027579307556152,66.57536888122559
0,48,10.290000000000022,195.52000000000004,-185.23,-0.009858865290880203,-0.0032871514558792114,67.9812879562378
0,49,10.11000000000002,211.33999999999992,-201.23,-0.008306358475238085,-0.0034217331558465958,69.4254629611969
0,50,13.26600000000002,218.886,-205.62,-0.010899946093559265,-0.007342062890529633,70.82690501213074
0,51,18.98400000000002,228.10399999999998,-209.12,-0.006507268408313394,-0.005937466165050864,72.22842907905579
0,52,20.530000000000015,225.6,-205.07,-0.01016087457537651,-0.004265386611223221,73.62760400772095
0,53,28.430000000000014,238.93999999999997,-210.51,-0.010099120438098907,-0.00782950222492218,75.02993202209473
0,54,20.712000000000018,256.142,-235.43,-0.008602816611528397,-0.003481452353298664,76.51628017425537
0,55,25.480000000000018,247.70000000000005,-222.22,-0.013101767748594284,-0.006479840725660324,77.88908743858337
0,56,21.548000000000012,248.25800000000004,-226.71,-0.008930336683988571,-0.010738439857959747,79.2745201587677
0,57,13.258000000000013,258.11800000000005,-244.86,-0.014255587011575699,-0.017981093376874924,80.62668418884277
0,58,4.242000000000016,269.762,-265.52,-0.00802065059542656,-0.007949167862534523,81.97721695899963
0,59,5.286000000000022,277.11600000000004,-271.83,-0.010124626569449902,-0.007409513927996159,83.32672691345215
0,60,7.238000000000027,284.1780000000001,-276.94,-0.00995936244726181,-0.005819499492645264,84.68637180328369
0,61,13.504000000000019,282.34400000000005,-268.84,-0.009760327637195587,-0.006672747433185577,86.05915570259094
0,62,9.478000000000016,299.3380000000001,-289.86,-0.0031443051993846893,-0.008881911635398865,87.414963722229
0,63,3.9580000000000153,318.348,-314.39,-0.007224161643534899,-0.006132207810878754,88.78200268745422
0,64,15.570000000000025,315.63000000000005,-300.06,-0.00445638969540596,-0.011561226099729538,90.15541768074036
0,65,15.636000000000024,321.49600000000004,-305.86,-0.009265504777431488,-0.0017607323825359344,91.50624370574951
0,66,18.23200000000002,331.31200000000007,-313.08,-0.008317666128277779,-0.009873023256659508,92.85827469825745
0,67,23.12400000000002,325.3640000000001,-302.24,-0.010690372437238693,-0.00662645511329174,94.21505689620972
0,68,35.29400000000002,318.434,-283.14,-0.00782686471939087,-0.004237201064825058,95.56171369552612
0,69,32.340000000000025,331.19000000000005,-298.85,-0.0067440319107845426,-0.006588611751794815,96.94173860549927
