variant_name,training_iteration,time_total_s,timesteps_total,episode_reward_mean,episode_len_mean,defender_reward,attacker_reward,defender_policy_loss,attacker_policy_loss,defender_entropy,attacker_entropy
w/o clipping,1,7.767032146453857,1050,3.761904761904762,50.0,78.28571428571429,-74.52380952380952,-0.010625319730024785,-0.15413719033822418,3.305387818813324,3.3640923380851744
w/o clipping,2,15.510423183441162,2100,-97.73809523809524,50.0,168.95238095238096,-266.6904761904762,-0.1737836480140686,0.07381144929677248,3.2599069714546203,3.3537569522857664
w/o clipping,3,23.295016050338745,3150,-145.55555555555554,50.0,213.36507936507937,-358.92063492063494,-0.12760296128690243,-0.004863143153488636,3.2056859731674194,3.2741886913776397
w/o clipping,4,30.994688034057617,4200,-171.03571428571428,50.0,250.38095238095238,-421.4166666666667,-0.2025134100113064,0.026227469206787646,3.2031827330589295,3.2866263151168824
w/o clipping,5,38.703608989715576,5250,-190.76,50.0,280.66,-471.42,0.02100391814019531,-0.13442233456298708,3.144422489404678,3.242001157999039
w/o clipping,6,46.43984603881836,6300,-205.12,50.0,309.36,-514.48,-0.07538808519020676,-0.044562903512269256,3.102143657207489,3.25087708234787
w/o clipping,7,54.22927403450012,7350,-209.66,50.0,327.9,-537.56,-0.03554134531877935,-0.1357893510721624,3.0457262217998506,3.2395839035511016
w/o clipping,8,62.09762978553772,8400,-178.01,50.0,305.58,-483.59,-0.011059269914403558,-0.0786705790553242,3.0359744489192964,3.190439248085022
w/o clipping,9,69.87145471572876,9450,-174.85,50.0,297.52,-472.37,-0.09166754931211471,-0.04074750443687662,3.05983025431633,3.197343909740448
w/o clipping,10,77.68218970298767,10500,-178.39,50.0,300.12,-478.51,-0.01477951139677316,-0.08151975884102285,2.989704483747482,3.214828884601593
w/o clipping,11,85.6119978427887,11550,-168.57,50.0,294.55,-463.12,-0.20610428526997565,0.09290051928255708,2.940829634666443,3.1763668417930604
w/o clipping,12,93.4398398399353,12600,-134.96,50.0,268.59,-403.55,-0.08009876348078251,-0.056522210408002135,2.8627613306045534,3.203320342302322
w/o clipping,13,101.27729964256287,13650,-106.72,50.0,237.29,-344.01,0.15555102191865444,-0.24420735649764538,2.9292446792125704,3.1680005490779877
w/o clipping,14,109.02156090736389,14700,-137.89,50.0,271.8,-409.69,-0.07500974563881754,-0.04349904670380056,2.8769030213356017,3.192184919118881
w/o clipping,15,117.15400981903076,15750,-148.44,50.0,281.28,-429.72,-0.0354319890961051,-0.1130539777688682,2.9397688090801237,3.176107716560364
w/o clipping,16,124.51944661140442,16800,-155.8,50.0,275.66,-431.46,-0.05974750593304634,-0.05657840352505446,2.851893997192383,3.1840862691402436
w/o clipping,17,131.5568928718567,17850,-153.39,50.0,281.51,-434.9,0.018040732387453316,-0.1270080493297428,2.8541157960891725,3.171143078804016
w/o clipping,18,138.604553937912,18900,-129.41,50.0,253.23,-382.64,0.027852236293256283,-0.15180633924901485,2.833681446313858,3.1629301846027373
w/o clipping,19,145.58885979652405,19950,-108.69,50.0,222.25,-330.94,-0.09758242384996266,-0.0219842154532671,2.831090861558914,3.1531191170215607
w/o clipping,20,152.58313584327698,21000,-67.1,50.0,183.22,-250.32,0.01488815895281732,-0.15261540059000253,2.8521868228912353,3.1464115381240845
w/o clipping,21,159.58033204078674,22050,-90.87,50.0,212.67,-303.54,-0.02490492705255747,-0.08451815713196993,2.872764801979065,3.1473410725593567
w/o clipping,22,166.55092597007751,23100,-150.47,50.0,262.78,-413.25,-0.2182556664920412,0.09723434057086706,2.855145186185837,3.166022461652756
w/o clipping,23,173.60631895065308,24150,-177.09,50.0,268.15,-445.24,-0.08997806031256914,-0.0036604210268706082,2.8442093431949615,3.158780014514923
w/o clipping,24,180.60025191307068,25200,-193.77,50.0,287.62,-481.39,-0.12219296349212527,-0.008878962532617152,2.8921460926532747,3.1597153186798095
w/o clipping,25,187.56075382232666,26250,-190.15,50.0,277.59,-467.74,0.06595787790138274,-0.20985256677959113,2.854495960474014,3.114742475748062
w/o clipping,26,194.5557885169983,27300,-216.9,50.0,298.67,-515.57,-0.006522475555539131,-0.12505478127859532,2.826334595680237,3.0921415090560913
w/o clipping,27,201.64528250694275,28350,-202.7,50.0,285.04,-487.74,-0.06123706139624119,-0.0782582275569439,2.8056110620498655,3.0603657484054567
w/o clipping,28,208.59768748283386,29400,-206.46,50.0,305.18,-511.64,0.07130089402198792,-0.20079815797507763,2.83553524017334,3.0699752151966093
w/o clipping,29,215.6423282623291,30450,-199.71,50.0,298.03,-497.74,-0.17254236668813974,0.020111656229710208,2.835436373949051,3.055168479681015
w/o clipping,30,222.70283031463623,31500,-187.54,50.0,275.81,-463.35,-0.02209420334547758,-0.14436038653366268,2.804337114095688,3.0312976598739625
