episode,step,system_idx,theta,signal,attacker_action,belief_real,defender_prob_signal_h,attacker_prob_attack
0,0,0,0,0,0,0.5,0.3680388927459717,0.0028371450025588274
0,0,1,0,0,0,0.5,0.3454264998435974,0.005917911883443594
0,0,2,0,0,0,0.5,0.21711517870426178,0.015292101539671421
0,0,3,1,1,0,0.5,0.8740491271018982,0.021197400987148285
0,0,4,1,0,0,0.5,0.1718294322490692,0.006193794775754213
0,1,0,0,0,0,0.800000011920929,0.24250413477420807,0.00020251449313946068
0,1,1,0,0,0,0.800000011920929,0.3297473192214966,0.0006364871514961123
0,1,2,0,0,0,0.800000011920929,0.11874840408563614,0.0017870687879621983
0,1,3,1,1,0,0.20000000298023224,0.951076090335846,0.0013301490107551217
0,1,4,1,0,0,0.800000011920929,0.08259736746549606,0.00037341148708947003
0,2,0,0,0,0,0.902658998966217,0.16665568947792053,9.186029637930915e-05
0,2,1,0,0,0,0.902658998966217,0.35008496046066284,0.0003802240244112909
0,2,2,0,0,0,0.902658998966217,0.08571454137563705,0.0008957222453318536
0,2,3,1,1,0,0.09734101593494415,0.9712567925453186,0.000563550740480423
0,2,4,1,0,0,0.902658998966217,0.054475944489240646,0.00017530990589875728
0,3,0,0,0,0,0.9391814470291138,0.11735539883375168,7.127409480744973e-05
0,3,1,0,0,0,0.9391814470291138,0.36361584067344666,0.00032872369047254324
0,3,2,0,0,0,0.9391814470291138,0.07691965997219086,0.0007031423156149685
0,3,3,1,1,0,0.060818564146757126,0.9791144132614136,0.00041375920409336686
0,3,4,1,0,0,0.9391814470291138,0.045368850231170654,0.00013757537817582488
0,4,0,0,0,0,0.9546284675598145,0.09080205857753754,6.510635284939781e-05
0,4,1,0,0,0,0.9546284675598145,0.3905705511569977,0.00031114931334741414
0,4,2,0,0,0,0.9546284675598145,0.06993362307548523,0.0006302118999883533
0,4,3,1,1,0,0.04537151753902435,0.9830865859985352,0.000354329269612208
0,4,4,1,0,0,0.9546284675598145,0.039485104382038116,0.00012502752360887825
0,5,0,0,0,0,0.9620957970619202,0.07981877774000168,6.0396814660634845e-05
0,5,1,0,0,0,0.9620957970619202,0.41487428545951843,0.0002929798502009362
0,5,2,0,0,0,0.9620957970619202,0.07053780555725098,0.0005734701408073306
0,5,3,1,1,0,0.03790419548749924,0.9856296181678772,0.0003183059161528945
0,5,4,1,0,0,0.9620957970619202,0.03525317460298538,0.0001168422240880318
0,6,0,0,0,0,0.9660342335700989,0.07433678954839706,5.866198625881225e-05
0,6,1,0,0,0,0.9660342335700989,0.4360225796699524,0.00028496261802501976
0,6,2,0,0,0,0.9660342335700989,0.06933252513408661,0.0005483733839355409
0,6,3,1,1,0,0.033965762704610825,0.9865434765815735,0.00029927949071861804
0,6,4,1,0,0,0.9660342335700989,0.03177112340927124,0.00011224555055378005
0,7,0,0,0,0,0.9682275056838989,0.06855911016464233,5.87699978495948e-05
0,7,1,0,0,0,0.9682275056838989,0.4467816948890686,0.0002803298702929169
0,7,2,0,0,0,0.9682275056838989,0.0749402865767479,0.0005298925098031759
0,7,3,1,1,0,0.03177250549197197,0.9878756999969482,0.00029204084421508014
0,7,4,1,0,0,0.9682275056838989,0.026988063007593155,0.00010979193757520989
0,8,0,0,0,0,0.9694903492927551,0.06236507371068001,5.789958231616765e-05
0,8,1,0,0,0,0.9694903492927551,0.4571344256401062,0.0002716856251936406
0,8,2,0,0,0,0.9694903492927551,0.08189082145690918,0.0005061202100478113
0,8,3,1,1,0,0.03050963021814823,0.9893234372138977,0.00028197382926009595
