episode,step,system_idx,theta,signal,attacker_action,belief_real,defender_prob_signal_h,attacker_prob_attack
0,0,0,0,1,1,0.5,0.5172852277755737,0.5806209444999695
0,0,1,0,1,1,0.5,0.7507079839706421,0.66883784532547
0,0,2,0,1,1,0.5,0.5792534947395325,0.532416045665741
0,0,3,1,0,0,0.5,0.4085427522659302,0.4733322262763977
0,0,4,1,1,0,0.5,0.6371533870697021,0.41905975341796875
0,1,0,0,0,1,0.20000000298023224,0.3270285725593567,0.5595058798789978
0,1,1,0,1,1,0.20000000298023224,0.8655726909637451,0.5382426977157593
0,1,2,0,0,0,0.20000000298023224,0.49159500002861023,0.1925540715456009
0,1,3,1,1,0,0.800000011920929,0.5971143245697021,0.49437424540519714
0,1,4,1,1,1,0.20000000298023224,0.7653983235359192,0.5142538547515869
0,2,0,0,0,1,0.6330826282501221,0.37666743993759155,0.8567615747451782
0,2,1,0,1,1,0.09734101593494415,0.9312753677368164,0.7446531057357788
0,2,2,0,0,1,0.6330826282501221,0.4905872642993927,0.6645127534866333
0,2,3,1,1,0,0.36691737174987793,0.6200253367424011,0.25385695695877075
0,2,4,1,1,0,0.09734101593494415,0.8371044993400574,0.27658170461654663
0,3,0,0,0,1,0.847759485244751,0.26644259691238403,0.8366706371307373
0,3,1,0,1,1,0.060818564146757126,0.8511396050453186,0.6698558926582336
0,3,2,0,0,0,0.847759485244751,0.4313277006149292,0.37960636615753174
0,3,3,1,1,0,0.15224052965641022,0.5209714770317078,0.37441226840019226
0,3,4,1,1,0,0.060818564146757126,0.8449980020523071,0.35902485251426697
0,4,0,0,0,1,0.9189220070838928,0.3390900790691376,0.8096864223480225
0,4,1,0,1,1,0.04537151753902435,0.8628475069999695,0.7532033920288086
0,4,2,0,0,0,0.9189220070838928,0.33295100927352905,0.4380645453929901
0,4,3,1,1,0,0.08107800781726837,0.7195034027099609,0.310928612947464
0,4,4,1,1,1,0.04537151753902435,0.891207754611969,0.5873071551322937
0,5,0,0,0,1,0.9457729458808899,0.32169872522354126,0.8127357363700867
0,5,1,0,1,1,0.03790419548749924,0.841006875038147,0.6500813364982605
0,5,2,0,0,0,0.9457729458808899,0.3339150846004486,0.43435269594192505
0,5,3,1,1,0,0.05422702804207802,0.6868610382080078,0.312559574842453
0,5,4,1,1,0,0.03790419548749924,0.7306747436523438,0.46042826771736145
0,6,0,0,0,1,0.9577206969261169,0.42459964752197266,0.7994614839553833
0,6,1,0,1,1,0.033965762704610825,0.8505853414535522,0.5854738354682922
0,6,2,0,0,1,0.9577206969261169,0.3086547255516052,0.5771197080612183
