episode,step,system_idx,theta,signal,attacker_action,belief_real,defender_prob_signal_h,attacker_prob_attack
0,0,0,0,1,1,0.5,0.5045955181121826,0.6324079632759094
0,0,1,0,1,1,0.5,0.5326422452926636,0.640363872051239
0,0,2,0,1,1,0.5,0.5098249316215515,0.6284699440002441
0,0,3,1,1,0,0.5,0.5758309364318848,0.44776079058647156
0,0,4,1,1,0,0.5,0.6393465995788574,0.466890811920166
0,1,0,0,1,0,0.20000000298023224,0.5837693810462952,0.4936777949333191
0,1,1,0,1,1,0.20000000298023224,0.503515899181366,0.5395500659942627
0,1,2,0,1,1,0.20000000298023224,0.5315227508544922,0.6759778261184692
0,1,3,1,0,1,0.20000000298023224,0.4273378252983093,0.56478351354599
0,1,4,1,1,0,0.20000000298023224,0.7363854050636292,0.38585519790649414
0,2,0,0,0,0,0.09734101593494415,0.3885097801685333,0.37729451060295105
0,2,1,0,0,0,0.09734101593494415,0.34004053473472595,0.43816179037094116
0,2,2,0,0,1,0.09734101593494415,0.35972365736961365,0.6196227073669434
0,2,3,1,1,1,0.6330826282501221,0.5286111235618591,0.5710799098014832
0,2,4,1,1,0,0.09734101593494415,0.6775586009025574,0.33467066287994385
0,3,0,0,0,0,0.5088678598403931,0.23594674468040466,0.43351873755455017
0,3,1,0,0,0,0.5088678598403931,0.3143497109413147,0.25219622254371643
0,3,2,0,0,1,0.5088678598403931,0.3746602237224579,0.7457847595214844
0,3,3,1,1,1,0.258179247379303,0.6665339469909668,0.61640465259552
0,3,4,1,1,0,0.060818564146757126,0.7066026926040649,0.46094468235969543
0,4,0,0,0,0,0.8034204840660095,0.22197158634662628,0.42324674129486084
0,4,1,0,0,0,0.8034204840660095,0.4528926610946655,0.2024540901184082
0,4,2,0,0,1,0.8034204840660095,0.3204779624938965,0.8184745907783508
0,4,3,1,1,1,0.11645273864269257,0.6356443166732788,0.6901862621307373
0,4,4,1,1,0,0.04537151753902435,0.6473326086997986,0.4816889464855194
0,5,0,0,0,0,0.9037996530532837,0.16743290424346924,0.46854153275489807
0,5,1,0,0,0,0.9037996530532837,0.40651392936706543,0.2613256871700287
0,5,2,0,0,1,0.9037996530532837,0.298591673374176,0.8093085885047913
0,5,3,1,1,1,0.06815359741449356,0.637435257434845,0.7286757230758667
0,5,4,1,1,1,0.03790419548749924,0.6157941818237305,0.542098343372345
0,6,0,0,0,0,0.939631998538971,0.16281245648860931,0.4341587722301483
0,6,1,0,0,0,0.939631998538971,0.3775027394294739,0.42761364579200745
0,6,2,0,0,1,0.939631998538971,0.331826388835907,0.8666626214981079
0,6,3,1,1,1,0.048678383231163025,0.5610120892524719,0.7412363886833191
0,6,4,1,1,1,0.033965762704610825,0.7013385891914368,0.5236655473709106
0,7,0,0,0,0,0.9548359513282776,0.15283043682575226,0.38811996579170227
0,7,1,0,0,1,0.9548359513282776,0.42186444997787476,0.5628414154052734
0,7,2,0,0,1,0.9548359513282776,0.34904032945632935,0.8656607866287231
0,7,3,1,0,1,0.03957121819257736,0.48380202054977417,0.7562276124954224
0,7,4,1,1,0,0.03177250549197197,0.6844372153282166,0.46581485867500305
0,8,0,0,0,0,0.9622018337249756,0.18331211805343628,0.3422115743160248
0,8,1,0,0,1,0.9622018337249756,0.467274934053421,0.5650359988212585
0,8,2,0,0,1,0.9622018337249756,0.20184031128883362,0.8095306754112244
0,8,3,1,0,1,0.36630523204803467,0.4979551434516907,0.7244462370872498
0,8,4,1,1,0,0.03050963021814823,0.6452602744102478,0.47929489612579346
0,9,0,0,0,0,0.9660921692848206,0.210021510720253,0.34993186593055725
0,9,1,0,0,1,0.9660921692848206,0.48297837376594543,0.5009334683418274
0,9,2,0,0,1,0.9660921692848206,0.14083749055862427,0.7712554931640625
0,9,3,1,1,1,0.7415143847465515,0.6007815599441528,0.7353130578994751
0,9,4,1,1,0,0.029767485335469246,0.6298779845237732,0.48531824350357056
0,10,0,0,0,0,0.9682604074478149,0.19775094091892242,0.3859003484249115
0,10,1,0,0,0,0.9682604074478149,0.4822005033493042,0.4653779864311218
0,10,2,0,0,1,0.9682604074478149,0.33170264959335327,0.7715007662773132
0,10,3,1,1,1,0.32145369052886963,0.7267516255378723,0.7818195819854736
0,10,4,1,1,1,0.029325908049941063,0.658465564250946,0.5404305458068848
0,11,0,0,0,0,0.9695096015930176,0.14412568509578705,0.3886018991470337
0,11,1,0,0,0,0.9695096015930176,0.45380493998527527,0.32396042346954346
0,11,2,0,0,1,0.9695096015930176,0.4902266263961792,0.7934271097183228
0,11,3,1,1,1,0.1371183693408966,0.7244500517845154,0.7748972773551941
0,11,4,1,1,0,0.029061181470751762,0.7542186975479126,0.42929813265800476
0,12,0,0,0,0,0.9702438712120056,0.12215311825275421,0.36498838663101196
0,12,1,0,1,0,0.9702438712120056,0.5888795256614685,0.3130018711090088
0,12,2,0,0,1,0.9702438712120056,0.45840147137641907,0.8375129699707031
0,12,3,1,1,1,0.07572041451931,0.667231023311615,0.7904421091079712
0,12,4,1,1,0,0.02890174649655819,0.7290696501731873,0.35604962706565857
