family,variant_name,learning_rate,episodes,use_lstm,clip_param,num_sgd_iter,disable_belief_input,mean_reward,final_avg_reward,defender_reward,defender_final_avg_reward,attacker_reward,policy_entropy,convergence_step,training_time_s,reward_volatility,real_host_attack_rate,honeypot_hit_rate,deception_success_rate,signal_effect,mean_belief_last_step,defender_signal_real_sN,defender_signal_real_sH,defender_signal_honeypot_sN,defender_signal_honeypot_sH,attacker_real_sN,attacker_real_sH,attacker_honeypot_sN,attacker_honeypot_sH,checkpoint_path
baseline_truthful,Plain-MAPPO,0.0001,400,True,0.2,8,False,340.4044665764791,378.37733333333335,46.10582123015873,-180.4715,294.29864534632037,1.3330507389025081,179,3659.9979038238525,85.39551549991968,0.6402105263157895,0.15142857142857144,0.20724713242961418,0.07155018203615378,0.47643289347179235,0.5590291680314281,0.4409708319685719,0.5924234660817725,0.4075765339182274,0.6249312580404104,0.6591144268382,0.15407116226856563,0.2629883575430836,/home/sly/sg_marl_simulation_run/sg_marl_simulation/code/results/ch4/module3_effectiveness/logs/baseline_truthful_Plain-MAPPO
